NAME,NAME_EN,NAME_RU,OSM_ID,Amount of,Employees,revenue in,amount o_1,employee i,revenue _1
Montgat,,,"345526",52.000000000000000,272.000000000000000,29715390.356803365051746,8.000000000000000,64.000000000000000,12722663.788752926513553
Olesa de Bonesvalls,,,"346005",7.000000000000000,16.000000000000000,1690496.402107624802738,0.000000000000000,0.000000000000000,0.000000000000000
Mataró,,Матаро,"345587",1007.000000000000000,4005.000000000000000,699859359.767697572708130,62.000000000000000,530.000000000000000,111493090.579635292291641
Perafita,,,"345698",8.000000000000000,37.000000000000000,3445546.190000000409782,0.000000000000000,0.000000000000000,0.000000000000000
Pineda de Mar,,,"345696",132.000000000000000,780.000000000000000,108939247.047024801373482,4.000000000000000,6.000000000000000,210177.648999999975786
el Pla del Penedès,,,"345702",22.000000000000000,35.000000000000000,2597879.035063450690359,2.000000000000000,3.000000000000000,84271.679999999993015
Olèrdola,,,"346004",71.000000000000000,1223.000000000000000,265426922.113971978425980,16.000000000000000,302.000000000000000,81852757.887977987527847
Matadepera,,,"345823",33.000000000000000,69.000000000000000,8721626.059009267017245,2.000000000000000,3.000000000000000,103363.623865198998828
Olost,,,"345997",16.000000000000000,122.000000000000000,21264187.554207064211369,0.000000000000000,0.000000000000000,0.000000000000000
Polinyà,,,"345701",215.000000000000000,3816.000000000000000,1068051204.222795605659485,74.000000000000000,2667.000000000000000,805737820.192143797874451
Taradell,,,"346321",77.000000000000000,323.000000000000000,46015140.061041079461575,9.000000000000000,38.000000000000000,5882345.520999999716878
Tagamanent,,,"346327",3.000000000000000,3.000000000000000,177357.918999999994412,0.000000000000000,0.000000000000000,0.000000000000000
Muntanyola,,,"345807",8.000000000000000,21.000000000000000,2452619.598000000230968,0.000000000000000,0.000000000000000,0.000000000000000
Navàs,,,"346000",55.000000000000000,207.000000000000000,22195840.828621383756399,5.000000000000000,11.000000000000000,732526.279999999911524
Olvan,,,"346003",9.000000000000000,21.000000000000000,1420431.517279905965552,1.000000000000000,1.000000000000000,83964.425816974006011
Olivella,,,"345996",12.000000000000000,15.000000000000000,598469.160618033958599,1.000000000000000,1.000000000000000,95051.157999999995809
Súria,,,"346328",24.000000000000000,358.000000000000000,108853971.107438310980797,4.000000000000000,292.000000000000000,102324800.030237466096878
el Prat de Llobregat,,Эль-Прат-де-Льобрегат,"345761",225.000000000000000,2740.000000000000000,1107647765.896076202392578,41.000000000000000,1029.000000000000000,700227912.703221082687378
Torrelles de Llobregat,,,"346099",25.000000000000000,83.000000000000000,12363999.816917657852173,0.000000000000000,0.000000000000000,0.000000000000000
